,name,polygon,area
2544,Maykop Parkı,"[(32.6402902, 39.8678221), (32.6403715, 39.8678174), (32.6412395, 39.8669933), (32.6411768, 39.8669628), (32.6411085, 39.8670269), (32.6408332, 39.8668541), (32.6408804, 39.8668098), (32.6406723, 39.8666848), (32.639871, 39.8674805), (32.6398556, 39.8675171), (32.6398679, 39.8675561), (32.6402902, 39.8678221)]",6691.687950907012
2545,Ömer Seyfettin Parkı,"[(32.6500081, 39.8776248), (32.6501019, 39.8775745), (32.6501125, 39.8775256), (32.6497578, 39.8772952), (32.6495597, 39.877161), (32.6494931, 39.8771196), (32.6495728, 39.8770476), (32.6495639, 39.877015), (32.6492843, 39.8768086), (32.6492472, 39.8768113), (32.6490773, 39.8768765), (32.649033, 39.8769037), (32.6490224, 39.8769417), (32.6500081, 39.8776248)]",2007.2123904998318
2556,Muzaffer Yüzgeç Parkı,"[(32.6592931, 39.8766323), (32.6598366, 39.8762657), (32.6598491, 39.8762508), (32.6598589, 39.8762372), (32.6598677, 39.876221), (32.6598743, 39.8762071), (32.6598797, 39.8761948), (32.6603723, 39.8776058), (32.6603449, 39.8776043), (32.6603191, 39.8776046), (32.6602943, 39.8776052), (32.6602674, 39.8776071), (32.6602438, 39.8776098), (32.6602136, 39.8776146), (32.6601806, 39.8776211), (32.6592931, 39.8766323)]",5796.302278667346
2560,Karapınar Spor Parkı,"[(32.8196458, 39.8682329), (32.8201079, 39.8678876), (32.8196489, 39.8676038), (32.8193931, 39.8673839), (32.8193254, 39.8673153), (32.8191959, 39.8673319), (32.8185674, 39.8677504), (32.8188755, 39.8679846), (32.8190665, 39.8678238), (32.8196458, 39.8682329)]",6182.765754949696
2565,Sebahattin Sağıroğlu Parkı,"[(32.6645846, 39.8773092), (32.6650379, 39.8772452), (32.6650584, 39.8772465), (32.6650779, 39.8772512), (32.6650984, 39.8772575), (32.6651178, 39.8772656), (32.6651386, 39.8772769), (32.6651606, 39.8772901), (32.6651791, 39.8773045), (32.6651976, 39.8773222), (32.6652895, 39.87746), (32.665331, 39.8775227), (32.6647203, 39.8778385), (32.6647042, 39.8778381), (32.6646869, 39.8778386), (32.6646712, 39.8777566), (32.6645846, 39.8773092)]",2628.7158592227565
2566,Süleyman Türkoğlu Parkı,"[(32.6636724, 39.8788047), (32.6631854, 39.8792688), (32.6632538, 39.8793198), (32.6634081, 39.879435), (32.6636082, 39.8795876), (32.6639078, 39.8793748), (32.6641957, 39.8791698), (32.6640506, 39.8790686), (32.6637697, 39.8788726), (32.6636724, 39.8788047)]",3720.3887697161113
2567,Sevgi Çiçeği Millet Bahçesi,"[(32.7818584, 39.7579573), (32.7821356, 39.7579694), (32.7821988, 39.7579213), (32.7828002, 39.7579377), (32.7831292, 39.7579131), (32.783204, 39.7579572), (32.7833071, 39.7579851), (32.7833412, 39.7580176), (32.7833301, 39.7581405), (32.7832895, 39.7582732), (32.7832085, 39.7585757), (32.7831806, 39.758662), (32.7831865, 39.7586948), (32.7831991, 39.7587366), (32.7832129, 39.7587851), (32.7832224, 39.7588209), (32.7832786, 39.7589002), (32.7833463, 39.759012), (32.7833926, 39.7591216), (32.7834623, 39.7592489), (32.7835387, 39.7593677), (32.783615, 39.7594827), (32.7837685, 39.7597426), (32.7839368, 39.760003), (32.7840698, 39.7602244), (32.7841377, 39.7603564), (32.7842336, 39.7605891), (32.7844046, 39.7609629), (32.7845036, 39.7611349), (32.7845536, 39.7612433), (32.7845754, 39.7612664), (32.7846167, 39.7612812), (32.7846728, 39.7612822), (32.7852068, 39.7611187), (32.7852419, 39.7611038), (32.785329, 39.7611907), (32.7856759, 39.7615198), (32.7857049, 39.7615508), (32.7857169, 39.7615751), (32.7857294, 39.761635), (32.7857436, 39.7617997), (32.7857345, 39.7618374), (32.7856898, 39.7618803), (32.7853828, 39.7620756), (32.7851616, 39.7622178), (32.7850926, 39.7622444), (32.7849818, 39.7622664), (32.7846336, 39.7623345), (32.7846014, 39.7623305), (32.7843068, 39.7622074), (32.7839034, 39.762048), (32.7836917, 39.7619539), (32.7836293, 39.7619206), (32.7834482, 39.7617995), (32.7831815, 39.7616125), (32.7831395, 39.7615822), (32.7829969, 39.7612885), (32.7828984, 39.7610757), (32.7828324, 39.7609283), (32.7827418, 39.7607827), (32.7826833, 39.76069), (32.7825733, 39.7604788), (32.782408, 39.7601552), (32.7822628, 39.7598905), (32.7821721, 39.7597378), (32.7821096, 39.7596416), (32.7819792, 39.7594684), (32.7818204, 39.759244), (32.781708, 39.7590699), (32.781587, 39.7588904), (32.7814296, 39.7587011), (32.7813062, 39.7585464), (32.7811909, 39.7584059), (32.7811133, 39.758297), (32.7810522, 39.758202), (32.7809658, 39.7581123), (32.7808186, 39.7579516), (32.7818584, 39.7579573)]",74967.29172085106
2576,Kurtuluş Savaşı Parkı,"[(32.6997493, 39.8851606), (32.7001178, 39.8851676), (32.7000975, 39.8855302), (32.7000656, 39.8859744), (32.7000954, 39.8859812), (32.7002234, 39.8860766), (32.7003353, 39.886208), (32.7004306, 39.8862965), (32.7002651, 39.8864259), (32.7003128, 39.886487), (32.700072, 39.8866942), (32.6999929, 39.886679), (32.699877, 39.8864729), (32.6998063, 39.8862691), (32.6997727, 39.8861453), (32.699758, 39.8859662), (32.6997493, 39.8851606)]",5460.50466154706
2583,Ahmet Nuri Öktem Parkı,"[(32.7155461, 39.9563965), (32.7150869, 39.9558155), (32.7152095, 39.9557098), (32.7154251, 39.9558364), (32.7155524, 39.9560864), (32.7157405, 39.9562483), (32.7160336, 39.9563718), (32.7161422, 39.9566901), (32.7163226, 39.9567687), (32.7162814, 39.9569103), (32.7163058, 39.9569798), (32.7163836, 39.9570099), (32.7164966, 39.9570963), (32.7164664, 39.9571512), (32.7165417, 39.9572088), (32.7165931, 39.9572308), (32.7166024, 39.9573068), (32.716859, 39.9575066), (32.7168872, 39.9576072), (32.7167807, 39.957645), (32.7167699, 39.9576341), (32.7167338, 39.9575976), (32.7155461, 39.9563965)]",5065.056335193835
2599,Ukrayna parkı,"[(32.8095061, 39.9092148), (32.8092697, 39.9089688), (32.809446, 39.9084756), (32.8088145, 39.9080215), (32.8084158, 39.9084769), (32.8087505, 39.9093583), (32.8095061, 39.9092148)]",8463.430945147702
2604,Ali Metin Parkı,"[(32.6310466, 39.8845494), (32.6314226, 39.8845712), (32.6313454, 39.8847959), (32.6312458, 39.885061), (32.6311625, 39.8852544), (32.6310019, 39.8855555), (32.6307681, 39.8859906), (32.6306339, 39.8862308), (32.6306035, 39.8862636), (32.6305648, 39.8862839), (32.6302172, 39.8861529), (32.630203, 39.8861279), (32.6302152, 39.8860983), (32.6307295, 39.8853324), (32.6309368, 39.8850127), (32.6309754, 39.8849113), (32.6310161, 39.884735), (32.6310466, 39.8845494)]",6367.55317500471
2623,Şule Çet Parkı,"[(32.7499273, 39.8360999), (32.7535471, 39.8375419), (32.7536973, 39.8375419), (32.7539065, 39.8374842), (32.7540433, 39.8373998), (32.7542257, 39.8372247), (32.7543571, 39.8370579), (32.7543759, 39.8369858), (32.753481, 39.8366236), (32.7529537, 39.8364101), (32.7483061, 39.8345287), (32.7478512, 39.835239), (32.748664, 39.8355664), (32.7497691, 39.835554), (32.7499273, 39.8360999)]",48504.16354822728
2625,Kardelen Parkı,"[(32.7938373, 39.9545627), (32.7934304, 39.9541316), (32.7935081, 39.9540999), (32.7941913, 39.9541278), (32.7942361, 39.954165), (32.7938373, 39.9545627)]",1829.9469763439406
2626,El Halil Parkı,"[(32.8241159, 39.9723631), (32.8234634, 39.9723633), (32.8234726, 39.9717853), (32.8241092, 39.9717862), (32.8241092, 39.971824), (32.8241097, 39.9718688), (32.8241119, 39.9720454), (32.8241149, 39.9723162), (32.8241159, 39.9723631)]",3525.6589594181637
2627,Şehit Jandarma Er Ali Kayhan Parkı,"[(32.8558038, 39.9649607), (32.8555787, 39.9649618), (32.855349, 39.9649556), (32.8550825, 39.9649252), (32.8564788, 39.9629197), (32.8566102, 39.9629752), (32.8562374, 39.963492), (32.8559306, 39.9639294), (32.8558575, 39.9640465), (32.8558001, 39.9641475), (32.8557166, 39.9642999), (32.8556881, 39.9643655), (32.8556687, 39.9644276), (32.8556631, 39.9644715), (32.855662, 39.9645136), (32.8556678, 39.9645777), (32.8556814, 39.964645), (32.8556973, 39.9647149), (32.8557178, 39.9647795), (32.8557323, 39.9648219), (32.8558038, 39.9649607)]",4644.367761582083
2628,Eşref Bitlis Parkı,"[(32.8566496, 39.965786), (32.8568314, 39.9658516), (32.8569866, 39.9659597), (32.8570954, 39.9660444), (32.8571543, 39.9661237), (32.8571971, 39.9662016), (32.8570241, 39.9662446), (32.8568857, 39.9662767), (32.8568487, 39.9662861), (32.8567886, 39.9661478), (32.8567511, 39.9660649), (32.8567172, 39.9659856), (32.8566602, 39.9659173), (32.8566091, 39.9658781), (32.8566496, 39.965786)]",1300.696569136995
2634,Sancak Parkı,"[(32.6830112, 40.20623), (32.6832486, 40.2064231), (32.6833123, 40.2063555), (32.6834578, 40.206419), (32.6835906, 40.2062096), (32.6832043, 40.2060149), (32.6830112, 40.20623)]",1260.0819203214198
2636,Eser Park,"[(32.8281617, 39.9176369), (32.8283586, 39.9174312), (32.8284919, 39.917422), (32.8289165, 39.9175299), (32.8296932, 39.9179381), (32.8307532, 39.9185898), (32.8307148, 39.918735), (32.8281617, 39.9176369)]",7756.235597078727
2637,Frederic Chopin Parkı,"[(32.8222243, 39.9175535), (32.821763, 39.9189641), (32.8231606, 39.9193146), (32.8233058, 39.9189556), (32.8232624, 39.9188631), (32.8229733, 39.9187865), (32.8230578, 39.9185988), (32.8232758, 39.918587), (32.8234689, 39.9182447), (32.8233696, 39.918194), (32.8231927, 39.918146), (32.8232968, 39.9179205), (32.8232572, 39.9179097), (32.8233126, 39.9177895), (32.8233598, 39.9176916), (32.8236991, 39.9178159), (32.823776, 39.9176013), (32.8222243, 39.9175535)]",20034.143652481904
2639,Ayfer Yargıç Parkı,"[(32.7047623, 39.8893084), (32.7051366, 39.889177), (32.7043715, 39.8874908), (32.7040041, 39.8876143), (32.7047623, 39.8893084)]",6869.084409821147
2643,Ömer Halisdemir Parkı,"[(32.8209515, 39.8742106), (32.8214374, 39.8742252), (32.8214585, 39.8738099), (32.8209728, 39.8737953), (32.8209515, 39.8742106)]",1917.8392856438631
2645,Akarsu Parkı,"[(32.8055584, 39.9797553), (32.8052681, 39.9791804), (32.8055761, 39.9790583), (32.8056008, 39.9790828), (32.8057282, 39.9791343), (32.8055584, 39.9797553)]",1506.9591960268249
2646,Doğan Gürbüztürk Parkı,"[(31.9203638, 40.1633734), (31.9213531, 40.1645286), (31.9212136, 40.1645983), (31.9210233, 40.1643762), (31.9205306, 40.1646228), (31.9198958, 40.1638819), (31.9201096, 40.1637749), (31.919945, 40.1635828), (31.9203638, 40.1633734)]",7832.244939936522
2647,Hüseyin Nihal Atsız Parkı,"[(31.9266424, 40.1603699), (31.9267247, 40.1603261), (31.9273378, 40.1603298), (31.9273403, 40.1600906), (31.9265869, 40.1600862), (31.9264501, 40.1601591), (31.9266424, 40.1603699)]",1869.2326426564348
2648,Lodumlu Parkı,"[(32.7022074, 39.8752666), (32.7021031, 39.8752632), (32.7019317, 39.8752336), (32.701545, 39.8751288), (32.7015144, 39.8751813), (32.7013785, 39.8751413), (32.7013977, 39.8750894), (32.7009848, 39.8749748), (32.7009024, 39.8751174), (32.7004491, 39.8749715), (32.7003533, 39.874925), (32.7002734, 39.8748602), (32.7002048, 39.8747844), (32.7001856, 39.8746989), (32.700196, 39.8746179), (32.7002434, 39.8745002), (32.7003126, 39.8743935), (32.7008952, 39.8737648), (32.7017862, 39.872806), (32.7019194, 39.8728877), (32.7027232, 39.8720552), (32.7025808, 39.8719319), (32.7027921, 39.8717451), (32.7031366, 39.8714842), (32.7034818, 39.8716492), (32.7037715, 39.8716916), (32.7040591, 39.8717277), (32.704418, 39.8714102), (32.7054055, 39.871523), (32.7058005, 39.87153), (32.7062322, 39.8714631), (32.7066502, 39.8713079), (32.7073207, 39.8710647), (32.7076744, 39.8708955), (32.7080923, 39.8706629), (32.7082541, 39.8705369), (32.7088764, 39.870844), (32.7084921, 39.8712954), (32.7085648, 39.8716072), (32.708881, 39.8716362), (32.7089478, 39.8720159), (32.7087568, 39.8719961), (32.7076645, 39.8719649), (32.7070168, 39.8723935), (32.7064896, 39.8724637), (32.7054063, 39.8726876), (32.7052646, 39.8726236), (32.7049313, 39.8726556), (32.7037147, 39.8731352), (32.7034563, 39.8732695), (32.7026917, 39.8742727), (32.7022074, 39.8752666)]",118890.71874734912
2649,Gazi Parkı,"[(32.7909247, 39.9375246), (32.7909409, 39.9374952), (32.790967, 39.9374427), (32.7911232, 39.9370398), (32.7912569, 39.9366873), (32.7920835, 39.9368853), (32.7920632, 39.9369495), (32.7921334, 39.9369651), (32.7921211, 39.9370497), (32.7922695, 39.93708), (32.7923364, 39.9370993), (32.7929303, 39.9372105), (32.7929714, 39.9371093), (32.7939498, 39.937335), (32.7942067, 39.9373927), (32.7956973, 39.9377275), (32.7955162, 39.938144), (32.7953371, 39.9384882), (32.7946719, 39.9383698), (32.7945407, 39.9387713), (32.793572, 39.9385434), (32.7930767, 39.9384231), (32.7929842, 39.9384124), (32.7930013, 39.9383673), (32.7927658, 39.9383134), (32.7927405, 39.9383094), (32.7924783, 39.9382624), (32.791964, 39.938171), (32.7918961, 39.9381589), (32.7914947, 39.9380644), (32.791617, 39.9377535), (32.7909026, 39.9375975), (32.7909247, 39.9375246)]",48206.00480974152
2653,Emek Caddesi Koşu Yolu,"[(32.9105999, 40.0444992), (32.9107202, 40.0444531), (32.9098899, 40.0432855), (32.9090295, 40.0420648), (32.9088099, 40.0417401), (32.9087407, 40.0417493), (32.9085181, 40.041436), (32.9083857, 40.0414867), (32.9097395, 40.043343), (32.9105999, 40.0444992)]",5496.618844442077
2654,Süleymaniye Parkı,"[(32.9058539, 40.0356243), (32.9059989, 40.0358493), (32.9060158, 40.0359578), (32.9059512, 40.0360524), (32.9057711, 40.0361775), (32.9054901, 40.0358462), (32.9058539, 40.0356243)]",1519.5405833349714
2656,Emre Parkı,"[(32.8103758, 39.9601315), (32.8102292, 39.9598138), (32.8108476, 39.9595909), (32.8109323, 39.9599138), (32.8103758, 39.9601315)]",2025.2085617216308
2657,Mutasavvıf Aşık Paşa Park,"[(32.7680506, 39.9742866), (32.7678128, 39.974369), (32.7671122, 39.973259), (32.7673843, 39.9731342), (32.7680506, 39.9742866)]",3404.4601250252144
2658,Güventepe Parkı,"[(32.8005443, 39.9784007), (32.8004061, 39.9784428), (32.800336, 39.9782921), (32.8003505, 39.9782762), (32.8004363, 39.9782701), (32.8004744, 39.9782932), (32.8005131, 39.9783228), (32.8005443, 39.9784007)]",213.71454430851412
2659,Ahmet Mergen Parkı,"[(32.8321685, 39.9998999), (32.8321648, 39.9999346), (32.8321342, 39.9999519), (32.8316401, 40.0000627), (32.8312689, 40.0001383), (32.8311271, 40.0001442), (32.8306188, 40.0000639), (32.8305895, 40.0000356), (32.8305864, 40.0000014), (32.8306213, 39.9998526), (32.8307066, 39.9996492), (32.8307651, 39.9996013), (32.8318342, 39.999252), (32.8318943, 39.999239), (32.8319328, 39.9992425), (32.8319544, 39.9992709), (32.8321685, 39.9998999)]",9013.601616600634
2660,Belören Millet Bahçesi İnşaatı,"[(32.58123, 40.0001609), (32.581179, 40.0002566), (32.5811421, 40.0003519), (32.5810793, 40.0004373), (32.5809691, 40.0005386), (32.5808872, 40.0006152), (32.5807964, 40.0006688), (32.5807242, 40.0006938), (32.580637, 40.0007107), (32.5805749, 40.0007003), (32.5805123, 40.000675), (32.5804431, 40.0006406), (32.5804065, 40.0006262), (32.5802813, 40.0006137), (32.580251, 40.0006487), (32.5803362, 40.0006775), (32.5803222, 40.0007175), (32.5799997, 40.0006302), (32.5801278, 40.0004146), (32.5798057, 40.000239), (32.579567, 40.0001137), (32.5792644, 39.9999803), (32.5791154, 39.999757), (32.5789788, 39.9993609), (32.5789068, 39.9991526), (32.5788777, 39.9989769), (32.5788894, 39.9987803), (32.5789265, 39.9986495), (32.5789912, 39.9984819), (32.5791283, 39.9982424), (32.5792024, 39.9981306), (32.5792309, 39.9980978), (32.5793572, 39.9979524), (32.5797428, 39.997794), (32.579744, 39.9977674), (32.5793509, 39.9978235), (32.579026, 39.9979301), (32.5784983, 39.9983082), (32.578053, 39.9980003), (32.5780979, 39.9979638), (32.577618, 39.9977123), (32.5775282, 39.9978649), (32.5774889, 39.9979509), (32.5774664, 39.998024), (32.5774608, 39.9981508), (32.5774709, 39.9983342), (32.5787491, 40.0001559), (32.5787704, 40.0002992), (32.5806378, 40.0019415), (32.580642, 40.0020849), (32.5807952, 40.0022055), (32.5808632, 40.0022739), (32.5809355, 40.0024042), (32.5809993, 40.0025802), (32.5810699, 40.002796), (32.5810699, 40.0030034), (32.5810312, 40.0032652), (32.5808507, 40.003685), (32.5806508, 40.0039715), (32.5779622, 40.0072606), (32.5786199, 40.0082236), (32.5806446, 40.007743), (32.5813282, 40.0068979), (32.582656, 40.0057119), (32.5832235, 40.0052056), (32.5842604, 40.0036512), (32.5856246, 40.0029855), (32.5863416, 40.0026357), (32.5860675, 40.0022102), (32.5823561, 40.004122), (32.5822732, 40.0036536), (32.5822976, 40.0031264), (32.5818409, 40.0023261), (32.5815816, 40.0017472), (32.5810869, 40.0010481), (32.5809196, 40.0008534), (32.5811739, 40.0006534), (32.58123, 40.0001609)]",205116.6475640508
2662,İncek Park,"[(32.7110659, 39.8135443), (32.7121207, 39.8137226), (32.7121069, 39.8136305), (32.7121031, 39.8136052), (32.7122354, 39.8133913), (32.7113656, 39.8131538), (32.7111482, 39.8131312), (32.7110218, 39.8132283), (32.7110659, 39.8135443)]",4262.209696771756
2669,Granit Parkı,"[(32.7048668, 39.9689902), (32.7069428, 39.9683448), (32.7068602, 39.9681525), (32.7047843, 39.968788), (32.7048668, 39.9689902)]",4382.401467166285
2678,Erdal Eren Parkı,"[(32.6944019, 39.9686081), (32.6944787, 39.9664638), (32.6948021, 39.9664669), (32.6949598, 39.9664669), (32.6953601, 39.9664855), (32.6952832, 39.9680007), (32.6962172, 39.9680131), (32.6961727, 39.9686297), (32.6944019, 39.9686081)]",23026.453352571036
2679,Şehit Gökhan Uysal Parkı,"[(32.6169482, 40.0049187), (32.6169009, 40.0048591), (32.6169454, 40.004759), (32.6170538, 40.0045801), (32.6171289, 40.0044885), (32.6181798, 40.0036303), (32.618553, 40.0033435), (32.6199092, 40.0023013), (32.619987, 40.0022609), (32.62001, 40.0023094), (32.620111, 40.002899), (32.6202597, 40.0036326), (32.6203903, 40.0043482), (32.6203908, 40.0044591), (32.6200636, 40.0045041), (32.6181655, 40.0047652), (32.6172441, 40.004892), (32.6169482, 40.0049187)]",42039.173982943874
2680,Ruhi Su Parkı,"[(32.7260086, 39.8929597), (32.7257984, 39.8933582), (32.7258811, 39.8934561), (32.7259236, 39.8934579), (32.7259921, 39.893543), (32.7259661, 39.8935992), (32.7260582, 39.8936934), (32.7270923, 39.8933637), (32.7260086, 39.8929597)]",4459.511565757375
2681,Kamer Genç Parkı,"[(32.7154066, 39.8886871), (32.7154505, 39.888091), (32.7155257, 39.888055), (32.7156854, 39.8881271), (32.7161804, 39.8884444), (32.7162149, 39.8884876), (32.715651, 39.8888746), (32.7157105, 39.8890189), (32.7161428, 39.890312), (32.7161303, 39.8903457), (32.7156228, 39.8904106), (32.7155664, 39.8898914), (32.7154254, 39.8898866), (32.7154254, 39.8896751), (32.7156071, 39.8896823), (32.715698, 39.8896606), (32.715651, 39.8894972), (32.7156071, 39.8895068), (32.7154756, 39.8890621), (32.7155664, 39.8889996), (32.7154066, 39.8886871)]",8825.866141707515
2682,Nazım Hikmet Ran Parkı,"[(32.6965405, 39.9000653), (32.6964626, 39.9000509), (32.6963728, 39.9000183), (32.6962996, 39.8999476), (32.6959431, 39.8995075), (32.6959502, 39.8994803), (32.6960187, 39.8994604), (32.6962926, 39.8994169), (32.6964602, 39.8994241), (32.6966207, 39.8994459), (32.6965405, 39.9000653)]",2572.0914365739986
2687,Şebboy Parkı,"[(32.7009148, 39.9675534), (32.7013359, 39.9675329), (32.7013306, 39.9674157), (32.7011991, 39.9667517), (32.7008397, 39.9667764), (32.7008703, 39.9671073), (32.7008853, 39.9672698), (32.7009148, 39.9675534)]",2968.656582763093
2691,Sincan Park,"[(32.5339546, 39.9984022), (32.5340899, 39.9984737), (32.5344066, 39.999265), (32.5348287, 39.9999298), (32.535823, 40.0014473), (32.5368668, 40.002414), (32.5381334, 40.0036287), (32.5394069, 40.0049197), (32.5400973, 40.0059529), (32.5405656, 40.0066797), (32.540989, 40.0073256), (32.5413627, 40.0075641), (32.5417364, 40.0078314), (32.542556, 40.008124), (32.5440411, 40.008799), (32.5442629, 40.0088226), (32.5448976, 40.0088131), (32.5462532, 40.0088792), (32.5468202, 40.0090586), (32.5473932, 40.0093937), (32.5492419, 40.0103801), (32.549741, 40.0099553), (32.5487489, 40.0097005), (32.5482374, 40.0093182), (32.5470543, 40.0085252), (32.546623, 40.0083034), (32.5457973, 40.0080627), (32.5452981, 40.0078786), (32.5447374, 40.0075388), (32.543622, 40.0064201), (32.5431476, 40.0059151), (32.5430058, 40.005646), (32.5425437, 40.0053628), (32.5418165, 40.0047823), (32.5412065, 40.0040837), (32.5402452, 40.0025779), (32.5393948, 40.0016858), (32.5385383, 40.0009542), (32.5378543, 40.0003452), (32.5371087, 39.9996372), (32.5362398, 39.9989385), (32.5354634, 39.9983673), (32.5347917, 39.9980227), (32.5344713, 39.9979614), (32.5339546, 39.9984022)]",307811.6244497541
