,name,polygon,area
1075,Etimesgut Koşu Yolu parkı,"[(32.6397445, 39.9412484), (32.6405231, 39.9414655), (32.6405585, 39.9413624), (32.6400276, 39.9394737), (32.6396029, 39.9393163), (32.6395605, 39.9393706), (32.6399215, 39.9407654), (32.6399356, 39.9408794), (32.6397445, 39.9412484)]",9503.710987305622
1076,Nergiz Parkı,"[(32.6483251, 39.9374114), (32.6484419, 39.9365972), (32.6484702, 39.9365701), (32.6485197, 39.9365728), (32.6490577, 39.9373517), (32.6483251, 39.9374114)]",3151.4093350944067
1077,Çınar Parkı,"[(32.6461202, 39.9395444), (32.6460847, 39.9391411), (32.6466558, 39.9392648), (32.6466397, 39.9396804), (32.6461202, 39.9395444)]",2105.259833808247
1078,Peyami Safa Parkı,"[(32.6267344, 39.9863641), (32.626711, 39.9863658), (32.6266983, 39.986349), (32.6267288, 39.9862073), (32.6267691, 39.9860298), (32.6267408, 39.9858252), (32.6267515, 39.9857946), (32.6267886, 39.9857778), (32.6275452, 39.9858635), (32.6275719, 39.985884), (32.6275857, 39.9859084), (32.6275881, 39.9859411), (32.6275791, 39.9859704), (32.6267344, 39.9863641)]",2741.384137038198
1080,Feyzullah Çınar Parkı,"[(32.9042636, 39.9247552), (32.9041509, 39.9245866), (32.9048322, 39.924206), (32.9054384, 39.9246586), (32.905256, 39.9247059), (32.9043735, 39.9247532), (32.9042636, 39.9247552)]",3743.5643227593573
1106,Murat Azizo Parkı,"[(32.8663286, 39.9853447), (32.8664868, 39.9847507), (32.8667953, 39.9849213), (32.8671949, 39.9851823), (32.8673693, 39.9853755), (32.8673988, 39.9854783), (32.8672969, 39.9857002), (32.8663271, 39.9853893), (32.8663286, 39.9853447)]",5201.526149019145
1111,Tuncay Altıntaş Parkı,"[(32.8537439, 39.9785135), (32.85387, 39.9783079), (32.8542684, 39.9784761), (32.8550571, 39.9788717), (32.8550083, 39.9789527), (32.8539431, 39.9785758), (32.8537439, 39.9785135)]",2157.18668152409
1113,Keçiören Belediyesi Gizem Girişmen Parkı,"[(32.8617312, 39.975766), (32.8618184, 39.9756449), (32.8624508, 39.9755212), (32.8624895, 39.9756473), (32.8618184, 39.9757809), (32.8617312, 39.975766)]",889.2770033282459
1114,Şehit Er Hudai Arslan Parkı,"[(32.8443593, 39.9836921), (32.8448844, 39.9838097), (32.8447616, 39.984132), (32.8442364, 39.9840144), (32.8443593, 39.9836921)]",1740.8301956724956
1116,Gülşehir Parkı,"[(32.5910721, 39.9673189), (32.5911164, 39.967531), (32.5917401, 39.9674886), (32.5917475, 39.9676555), (32.5917992, 39.9676555), (32.5918213, 39.9680543), (32.5915371, 39.9679355), (32.5912123, 39.9677658), (32.5908801, 39.9675819), (32.5905849, 39.9674179), (32.590511, 39.9673556), (32.5909872, 39.9673104), (32.5910721, 39.9673189)]",3601.507117637062
1117,Şht. Önder Yağmur Parkı,"[(32.5841178, 39.9700347), (32.5842963, 39.9698103), (32.5851049, 39.9700967), (32.5849738, 39.9702163), (32.584893, 39.9702057), (32.5844887, 39.9701202), (32.5843269, 39.9700796), (32.5842252, 39.9700609), (32.5841178, 39.9700347)]",1737.6109666687828
1122,Park,"[(32.8691366, 39.984407), (32.8693312, 39.9843772), (32.8693666, 39.984586), (32.8693985, 39.9847623), (32.8694091, 39.9852369), (32.8693525, 39.9853155), (32.8692817, 39.9853318), (32.869179, 39.9853291), (32.8691613, 39.9852965), (32.8691896, 39.9850823), (32.8692286, 39.984906), (32.869271, 39.9847677), (32.8692817, 39.9846294), (32.8692109, 39.9844694), (32.8691366, 39.984407)]",1482.4122807948343
1123,Rauf Denktaş Parkı,"[(32.6668259, 39.8706568), (32.6673695, 39.8705117), (32.6674114, 39.8705124), (32.6674392, 39.8705218), (32.6674672, 39.8705511), (32.6677079, 39.8712592), (32.6676881, 39.8713147), (32.6671275, 39.8714887), (32.6670348, 39.8715084), (32.6669865, 39.8714833), (32.6669609, 39.8714242), (32.6668852, 39.8712604), (32.6668396, 39.871067), (32.6668283, 39.8709325), (32.6668256, 39.8707523), (32.6668259, 39.8706568)]",6087.838184929112
1128,Şehit Mevlüt Kurt Parkı,"[(32.5956569, 39.9756933), (32.5968956, 39.9753434), (32.5969203, 39.9753732), (32.5962974, 39.9764174), (32.5958515, 39.9762438), (32.5956922, 39.9758587), (32.5956569, 39.9756933)]",6586.256184187189
1133,Türkan Saylan Parkı,"[(32.6079795, 39.9775354), (32.6080683, 39.9769827), (32.6081946, 39.9769897), (32.6083764, 39.9770913), (32.6088817, 39.9776485), (32.6101018, 39.9789848), (32.6108381, 39.9797544), (32.6109706, 39.9799386), (32.61106, 39.9801086), (32.6110908, 39.9802195), (32.6110292, 39.9803777), (32.6105485, 39.9807956), (32.6102065, 39.9810789), (32.6100401, 39.9811851), (32.6099477, 39.9811922), (32.6098306, 39.9811474), (32.6097505, 39.9810576), (32.6101387, 39.9810624), (32.6102712, 39.980949), (32.6102897, 39.9794027), (32.6102743, 39.9793625), (32.6102281, 39.9793271), (32.6098799, 39.9792964), (32.6098676, 39.9792114), (32.6097844, 39.9791429), (32.6096951, 39.9791075), (32.6095564, 39.9791028), (32.60939, 39.9791595), (32.6092021, 39.9792468), (32.6091466, 39.9791359), (32.6090419, 39.9790414), (32.6089063, 39.9790178), (32.6088593, 39.979003), (32.6089795, 39.9779936), (32.6086018, 39.9775601), (32.6082161, 39.9775448), (32.6079795, 39.9775354)]",21432.368631685702
1136,Şeker Parkı,"[(32.6021633, 39.9731426), (32.6031713, 39.9727597), (32.6033753, 39.9726812), (32.6043122, 39.9723208), (32.6045417, 39.9722325), (32.6054872, 39.9718688), (32.6056769, 39.9717958), (32.6061673, 39.9716087), (32.6066324, 39.9715965), (32.606622, 39.9730411), (32.6068501, 39.9729832), (32.6070892, 39.9729443), (32.6071314, 39.971539), (32.6082319, 39.9714972), (32.6082183, 39.9712532), (32.6081364, 39.9711487), (32.6079818, 39.9710406), (32.6077726, 39.9709639), (32.6073269, 39.9710371), (32.6062537, 39.9713717), (32.604651, 39.9719556), (32.6025576, 39.9727301), (32.6022484, 39.9728795), (32.6021504, 39.973001), (32.6021633, 39.9731426)]",23485.210215317416
1138,Çiçekli Parkı,"[(32.850016, 39.9800287), (32.8500231, 39.979687), (32.850469, 39.9797819), (32.8503664, 39.9800965), (32.850016, 39.9800287)]",1280.467581691359
1139,Metin Oktay Parkı,"[(32.8243777, 39.9266209), (32.8243123, 39.9259118), (32.8248633, 39.9258903), (32.8250875, 39.925901), (32.8250778, 39.9260803), (32.8250735, 39.9261589), (32.8250175, 39.9266101), (32.8243777, 39.9266209)]",4847.271273323697
1146,Halk Ozanı Neşet Ertaş Parkı,"[(32.5783566, 39.9531452), (32.5783432, 39.9527196), (32.5782707, 39.9526127), (32.5780776, 39.9525531), (32.578555, 39.9522303), (32.5790378, 39.952806), (32.5785631, 39.9530733), (32.5783941, 39.9531555), (32.5783566, 39.9531452)]",3922.3299856298677
1147,Erenler Parkı,"[(32.5803763, 39.953211), (32.5805506, 39.953431), (32.5811085, 39.9532336), (32.5809717, 39.9530404), (32.5803763, 39.953211)]",1400.8516483874894
1155,Lale Parkı,"[(32.5802724, 39.9626054), (32.5801557, 39.9629272), (32.5800806, 39.9631718), (32.5799652, 39.9635932), (32.5799156, 39.9638132), (32.5798056, 39.9642573), (32.5797882, 39.9643354), (32.580031, 39.9643806), (32.5800001, 39.9644865), (32.5800538, 39.9645605), (32.5800725, 39.9645821), (32.5806505, 39.9643899), (32.5810301, 39.9642562), (32.5809926, 39.9642073), (32.5809442, 39.9641442), (32.5805987, 39.9642911), (32.580381, 39.9643837), (32.5802241, 39.964175), (32.5801905, 39.9641452), (32.580201, 39.9641184), (32.5800338, 39.9640792), (32.5799827, 39.9640702), (32.5800162, 39.9639695), (32.5800752, 39.9637803), (32.580149, 39.9635347), (32.5801812, 39.9634247), (32.5801986, 39.9634319), (32.5802372, 39.9633308), (32.5802616, 39.9632786), (32.580481, 39.9631963), (32.5806586, 39.9631245), (32.580731, 39.9630968), (32.5807122, 39.9630598), (32.5805848, 39.9628768), (32.580491, 39.9627617), (32.5804319, 39.9626908), (32.5803957, 39.9626517), (32.5803434, 39.9625972), (32.5803112, 39.9625828), (32.5802724, 39.9626054)]",6148.310430136899
1157,Rafet Angın Parkı,"[(32.8651247, 40.0143764), (32.8652481, 40.0139902), (32.8656638, 40.0141196), (32.8653527, 40.0143168), (32.8652427, 40.0143682), (32.8651837, 40.0143887), (32.8651247, 40.0143764)]",994.7197359236669
1172,Filistin Parkı,"[(32.8473186, 40.0059758), (32.8473723, 40.005604), (32.8474192, 40.0055927), (32.8482976, 40.0056224), (32.848311, 40.0056533), (32.8479758, 40.0062491), (32.8479382, 40.0062799), (32.847906, 40.0062963), (32.8477692, 40.0062511), (32.847442, 40.0060683), (32.8473186, 40.0059758)]",4499.6577515601875
1174,Cumhur Baran Parkı,"[(32.8883568, 39.9848553), (32.8879823, 39.9843103), (32.8879568, 39.9842792), (32.8880568, 39.9842816), (32.8880006, 39.9842326), (32.8881246, 39.984205), (32.888255, 39.9842192), (32.8883653, 39.9842345), (32.8884262, 39.9842827), (32.8886988, 39.9842958), (32.8888375, 39.9843336), (32.8888991, 39.9844398), (32.8888929, 39.9845697), (32.8888744, 39.984624), (32.8888005, 39.9846995), (32.8883568, 39.9848553)]",3584.9761362044255
1175,Şht. Astsubay Cem Bul Parkı,"[(32.8899036, 39.9843596), (32.8899784, 39.9841843), (32.8906695, 39.9842308), (32.8909544, 39.9841271), (32.8912066, 39.9839947), (32.8909824, 39.9837012), (32.8912486, 39.983669), (32.891342, 39.983669), (32.8918837, 39.9844598), (32.8919398, 39.9846209), (32.8917389, 39.9848427), (32.8915755, 39.9848463), (32.8908657, 39.9846888), (32.8905948, 39.9844849), (32.8903286, 39.984374), (32.8899036, 39.9843596)]",9896.378548167684
1176,Aktepe 2. Parkı,"[(32.88713, 39.9996973), (32.8870561, 39.9991308), (32.8874658, 39.999119), (32.8876014, 39.9996336), (32.88713, 39.9996973)]",2293.642076595346
1184,Sabiha Gökçen Parkı,"[(32.8571931, 40.0111485), (32.8571755, 40.0108205), (32.8572675, 40.0108422), (32.857409, 40.010891), (32.8575046, 40.0110645), (32.8571931, 40.0111485)]",657.5988549193471
1185,Aziz Özkan Parkı,"[(32.8659853, 40.0098185), (32.8660117, 40.0095461), (32.8660605, 40.0094869), (32.8662069, 40.0094308), (32.8666399, 40.0093748), (32.8668289, 40.0093514), (32.8668635, 40.0093795), (32.8664224, 40.0096161), (32.8663532, 40.0097469), (32.8662272, 40.0098621), (32.8659853, 40.0098185)]",1944.7551422720383
1186,Akşemsettin Parkı,"[(32.8658413, 40.0122679), (32.8657805, 40.0118775), (32.8661471, 40.0118461), (32.8664582, 40.0120865), (32.8664984, 40.0121501), (32.8664716, 40.0122159), (32.8658413, 40.0122679)]",2066.76844975038
1188,Abidin Atlı Parkı,"[(32.8410167, 39.98346), (32.8412385, 39.9837244), (32.8414386, 39.9840137), (32.8414867, 39.9840833), (32.8416083, 39.9843382), (32.8416356, 39.9843936), (32.8416745, 39.984412), (32.8417177, 39.9844144), (32.8417654, 39.9843382), (32.8418147, 39.983833), (32.8418147, 39.98363), (32.8418024, 39.9836111), (32.8413415, 39.9835069), (32.8410506, 39.9834411), (32.8410167, 39.98346)]",3378.7762976488852
1189,Şehitler Parkı,"[(32.964485, 39.9711095), (32.9644716, 39.970129), (32.9645145, 39.9700982), (32.9652226, 39.9701311), (32.9652709, 39.970164), (32.9652199, 39.970534), (32.9651556, 39.9707354), (32.9649598, 39.9711219), (32.9649222, 39.9711486), (32.9645628, 39.9711568), (32.964485, 39.9711095)]",6641.110200115867
1191,Cemal Güler Parkı,"[(32.8937564, 39.9939227), (32.8939579, 39.993328), (32.894163, 39.9933741), (32.8943095, 39.9932409), (32.8943308, 39.9933002), (32.8944615, 39.9936043), (32.8945129, 39.9939585), (32.8937564, 39.9939227)]",3443.8797481385336
1198,Tayfun Sümer Parkı,"[(32.8809801, 40.0046472), (32.8807829, 40.0042891), (32.8809902, 40.0042144), (32.8811895, 40.0045741), (32.8809801, 40.0046472)]",847.1922629002327
1199,Şht. Kom Çvş. Engin Saraç Parkı,"[(32.8730278, 39.9995558), (32.8733761, 39.9992041), (32.8736522, 39.9993646), (32.8733039, 39.9997163), (32.8730278, 39.9995558)]",1449.6132551185033
1202,Bosna-hersek Srebreniça Parkı,"[(32.8827973, 39.9947093), (32.8830521, 39.9943436), (32.8834088, 39.9945121), (32.8832291, 39.9946662), (32.8829904, 39.9947648), (32.8827973, 39.9947093)]",1252.8677611190615
1203,Anafartalar Parkı,"[(32.8569703, 39.9771489), (32.8566807, 39.9764332), (32.8571617, 39.9763473), (32.8572692, 39.976537), (32.8575494, 39.9765227), (32.8577548, 39.9770738), (32.8569703, 39.9771489)]",5243.568281562568
1204,Oyun Parkı,"[(32.8370435, 39.9331728), (32.8369067, 39.9332859), (32.8365526, 39.9330021), (32.8367806, 39.9328478), (32.8368235, 39.9329712), (32.8369067, 39.9330659), (32.8370435, 39.9331728)]",810.7149511291259
1205,Şehitler Parkı,"[(32.9342581, 39.9804363), (32.934132, 39.980075), (32.9348354, 39.9801171), (32.9348313, 39.9803927), (32.9342581, 39.9804363)]",1926.749198418809
1209,Altındağ Parkı,"[(32.9217232, 39.9672396), (32.9217575, 39.9670998), (32.9217797, 39.967009), (32.9239279, 39.9668086), (32.9240493, 39.9668157), (32.9240773, 39.9668623), (32.9240493, 39.9671343), (32.9240446, 39.9673276), (32.9237691, 39.9679503), (32.9235459, 39.9678499), (32.9238715, 39.9672179), (32.9236663, 39.9671989), (32.9236875, 39.967066), (32.9217232, 39.9672396)]",7207.8250876070915
1210,Ulubey Şehit Ömer Karaosmanoğlu Parkı,"[(32.9159052, 39.9675657), (32.9161205, 39.9672936), (32.9161824, 39.9672154), (32.916206, 39.9671856), (32.9161776, 39.9671451), (32.9147815, 39.9667042), (32.9144904, 39.9666123), (32.9144457, 39.9666715), (32.9142221, 39.9671264), (32.9141773, 39.9673445), (32.9141936, 39.9675065), (32.9142383, 39.9675969), (32.9144375, 39.9676062), (32.9159052, 39.9675657)]",12819.30735203333
1211,Hüseyin Gazi Parkı,"[(32.9418918, 39.9698894), (32.9417927, 39.9695097), (32.9422387, 39.9693497), (32.9424156, 39.9699572), (32.9418918, 39.9698894)]",2328.881831251466
1212,Rauf Denktaş Parkı,"[(32.9469811, 39.9650613), (32.9472739, 39.9646064), (32.9473633, 39.9646126), (32.9476804, 39.9647404), (32.9486968, 39.9646469), (32.948522, 39.9648899), (32.9483431, 39.9648463), (32.9483024, 39.9649086), (32.9475706, 39.9649834), (32.9473511, 39.9652545), (32.9469811, 39.9650613)]",4487.89363898754
1216,Mareşal Fevzi Çakmak Parkı,"[(32.8547765, 39.9681093), (32.8545197, 39.9678087), (32.8549914, 39.9675348), (32.8551968, 39.9678427), (32.8549727, 39.9679339), (32.855003, 39.9679804), (32.8547765, 39.9681093)]",1845.11026745117
1217,Deniz Muyan Parkı,"[(32.8544146, 39.9676279), (32.8542698, 39.9674257), (32.8545594, 39.9672843), (32.8546948, 39.9674758), (32.8544146, 39.9676279)]",726.4589209668238
1218,Şehit Polis Mustafa Altınparmak Parkı,"[(32.856852, 39.9688909), (32.8567742, 39.9686414), (32.8572803, 39.9684732), (32.85739, 39.9687743), (32.856852, 39.9688909)]",1488.7756990753005
1219,Öğretmenler Parkı,"[(32.8998069, 39.9354102), (32.8997322, 39.9353171), (32.8995688, 39.9348427), (32.8995081, 39.9346851), (32.8994964, 39.934635), (32.9001733, 39.9344234), (32.900283, 39.9346274), (32.900414, 39.9348311), (32.9005878, 39.9349494), (32.9002856, 39.9352384), (32.9000848, 39.9354084), (32.9000218, 39.9354389), (32.8999354, 39.935446), (32.8998069, 39.9354102)]",6263.00403712398
1220,Şht. Piy. Kom. Çvş. Serdar Muratoğlu Parkı,"[(32.8762205, 39.9776627), (32.8761621, 39.9774945), (32.8762228, 39.9774283), (32.8762649, 39.9774068), (32.8765848, 39.9773531), (32.8766198, 39.9775821), (32.8762205, 39.9776627)]",936.504933943012
1225,Şehit Cihan Yıldız Parkı,"[(32.889611, 39.9875607), (32.8894352, 39.9873589), (32.8891435, 39.9870969), (32.8889223, 39.9869236), (32.8889775, 39.986883), (32.8891767, 39.9870284), (32.8892409, 39.9870555), (32.8894097, 39.9871371), (32.8894849, 39.9871558), (32.8896271, 39.9871743), (32.8898745, 39.9870629), (32.8900234, 39.987314), (32.889611, 39.9875607)]",2210.4383026960513
1226,Şht. Piy. Er Zafer Aydın Parkı,"[(32.8815863, 39.9806931), (32.8830013, 39.9800883), (32.8831181, 39.980269), (32.8818758, 39.9808022), (32.8817848, 39.9807807), (32.8815863, 39.9806931)]",2937.467109001367
1229,Nasuh Akar Parkı,"[(32.8842172, 39.9597208), (32.8848074, 39.9594469), (32.884733, 39.959143), (32.8846729, 39.9591213), (32.8839305, 39.9591267), (32.8842172, 39.9597208)]",3262.269490390598
1230,Şht. Jan. Er Bülent Karadöl Parkı,"[(32.8643062, 39.9769582), (32.8643819, 39.9766478), (32.8646889, 39.9766918), (32.8646132, 39.9770022), (32.8643062, 39.9769582)]",934.6841621853049
1231,Şehit Er Halim Haneci Parkı,"[(32.8639189, 39.9765029), (32.8647315, 39.9765548), (32.8647875, 39.9765208), (32.8648062, 39.97646), (32.8648179, 39.9763991), (32.8648109, 39.976349), (32.8647805, 39.9763294), (32.8639469, 39.9764528), (32.8639049, 39.9764832), (32.8639189, 39.9765029)]",1159.5728850751748
1232,Azerbaycan Halk Şairi Bahtiyar Vahabzade Parkı,"[(32.8656068, 39.9774863), (32.8657749, 39.9772859), (32.865873, 39.9772322), (32.865999, 39.9771213), (32.8661602, 39.9769012), (32.8665104, 39.9770354), (32.8666785, 39.9774702), (32.8667743, 39.9777762), (32.8668554, 39.9780415), (32.8667421, 39.9780826), (32.8666972, 39.9779551), (32.8666412, 39.9778191), (32.8665501, 39.9777493), (32.8662909, 39.9776187), (32.8660271, 39.9775042), (32.8658356, 39.9774434), (32.8656068, 39.9774863)]",5027.503338531607
1235,Ahmet Önder Parkı,"[(32.8719554, 39.9704189), (32.8704449, 39.9699567), (32.8705951, 39.969785), (32.8720756, 39.9702041), (32.8719924, 39.97036), (32.8719554, 39.9704189)]",3308.0390409096185
1236,Şht. Orgeneral Hulusi Sayın Parkı,"[(32.8684056, 39.9692478), (32.868572, 39.9690589), (32.8687365, 39.9691424), (32.8693294, 39.9692911), (32.8703959, 39.9696586), (32.8702357, 39.9699018), (32.868461, 39.9692997), (32.8684056, 39.9692478)]",5016.819788733338
1238,Dursun Metin Parkı,"[(32.8873783, 39.987702), (32.8873993, 39.9874891), (32.8874624, 39.9875141), (32.8875955, 39.9876107), (32.8876959, 39.9876948), (32.8878103, 39.987752), (32.8876959, 39.9878898), (32.8876445, 39.9878898), (32.8874951, 39.9877735), (32.8873783, 39.987702)]",784.201237077061
1240,Şht. Jan. Astsubay Sb. Savaş Bıyıklı Parkı,"[(32.8527106, 39.9756798), (32.8524912, 39.9761625), (32.8524346, 39.9763605), (32.8524735, 39.9767592), (32.8525903, 39.9772962), (32.8526682, 39.9774264), (32.8527814, 39.9775267), (32.8528947, 39.977345), (32.8529, 39.9768413), (32.8529159, 39.9766832), (32.8528754, 39.9763251), (32.8529301, 39.9761679), (32.8531283, 39.9758154), (32.8527106, 39.9756798)]",6586.142344967016
1241,Mehmet Ali Altun Parkı,"[(32.8555931, 39.973984), (32.8554576, 39.9737801), (32.8549066, 39.9742059), (32.8544863, 39.9747535), (32.8544116, 39.9750004), (32.854519, 39.9753762), (32.8543882, 39.9755444), (32.8540193, 39.9758307), (32.8535803, 39.976074), (32.8535103, 39.9762243), (32.8535664, 39.9763523), (32.8537578, 39.9762637), (32.8548412, 39.9755551), (32.8548225, 39.9753905), (32.8548692, 39.9750792), (32.8550093, 39.9745889), (32.8553362, 39.9741773), (32.8555931, 39.973984)]",9391.959840347585
1244,Şehit Hava Pilot Üsteğmen Fatih Keskin Parkı,"[(32.6923747, 40.1968273), (32.6924094, 40.1962373), (32.6927663, 40.1962529), (32.6927099, 40.1968411), (32.6923747, 40.1968273)]",1932.2453218533783
1245,Alparslan Türkeş Parkı,"[(32.694656, 40.1926424), (32.6961895, 40.1923127), (32.6961641, 40.1922092), (32.6961152, 40.1920675), (32.696071, 40.1919611), (32.6953378, 40.192118), (32.6950436, 40.1922572), (32.6947354, 40.1924641), (32.694656, 40.1925176), (32.6946186, 40.1925604), (32.6946186, 40.1926068), (32.694656, 40.1926424)]",4602.897440068897
1246,Afrika Ülkeleri Büyükelçilikleri Hatıra Ormanı,"[(32.8703404, 39.9651887), (32.8709781, 39.9648032), (32.8711287, 39.9649062), (32.8711899, 39.9648574), (32.871323, 39.9647527), (32.8713798, 39.9647513), (32.8714518, 39.9647577), (32.8715543, 39.9647849), (32.8717946, 39.9649408), (32.8722098, 39.9653216), (32.8719232, 39.9656409), (32.8716637, 39.9655211), (32.8717068, 39.9654095), (32.8716437, 39.96538), (32.8715821, 39.9653989), (32.8710829, 39.9658688), (32.8706184, 39.9654843), (32.8705838, 39.9654603), (32.870402, 39.9653162), (32.8703435, 39.9652383), (32.8703404, 39.9651887)]",10837.71120393462
1247,Özbekistan Cumhuriyeti Fargani Parkı,"[(32.8633737, 39.9833797), (32.8633293, 39.9825996), (32.8635255, 39.9826193), (32.8639084, 39.9826371), (32.8638337, 39.9829932), (32.8636259, 39.9834959), (32.8633737, 39.9833797)]",3467.9164975532494
1249,Prof. Dr. Alpaslan Işıklı Parkı,"[(32.8252791, 39.8911234), (32.8253895, 39.8908728), (32.8255083, 39.8906963), (32.8256545, 39.8905774), (32.8258334, 39.8904477), (32.8260113, 39.8903745), (32.8260419, 39.8910006), (32.8259808, 39.8910168), (32.8259824, 39.891099), (32.8252791, 39.8911234)]",3407.2743383428515
1253,Orhan Gazi Parkı,"[(32.5791843, 39.9945961), (32.5804764, 39.9951763), (32.5810732, 39.9945958), (32.5813334, 39.9941622), (32.5814219, 39.9939054), (32.5814487, 39.9935437), (32.5813991, 39.993331), (32.5812648, 39.9931944), (32.5801259, 39.9931885), (32.579948, 39.9935262), (32.579602, 39.9940245), (32.5791843, 39.9945961)]",27272.540833685318
1254,Sincan GOP Parkı,"[(32.5818205, 39.9929159), (32.582995, 39.9929027), (32.5830028, 39.9928008), (32.5830947, 39.9927299), (32.5830722, 39.9915623), (32.5824734, 39.9915691), (32.5823513, 39.9916511), (32.5822908, 39.9917236), (32.5820289, 39.9923508), (32.5818205, 39.9929159)]",12569.299296813399
1259,Hasan Esat Işık Parkı,"[(32.8717103, 39.9608182), (32.8714114, 39.9603388), (32.8717904, 39.9601995), (32.8720492, 39.9606529), (32.8717103, 39.9608182)]",1989.5899496703344
1260,Leyla Umar Parkı,"[(32.8388692, 40.0127576), (32.8389258, 40.0119064), (32.8397363, 40.0126709), (32.8397343, 40.012856), (32.8388692, 40.0127576)]",4231.7731609555985
1262,Mecit Koç Parkı,"[(32.8372721, 40.0117344), (32.8372884, 40.0114719), (32.8383425, 40.0115028), (32.8383268, 40.0117816), (32.8372721, 40.0117344)]",2709.1316204658015
1266,Şimşek Çınar Parkı,"[(32.8447368, 40.0052721), (32.844313, 40.0047667), (32.8446456, 40.0045736), (32.8451069, 40.0048571), (32.8451633, 40.0048222), (32.8452652, 40.0049023), (32.8447824, 40.0052824), (32.8447368, 40.0052721)]",3121.968683470854
1281,Tuna Akademi İncek Anaokulu,"[(32.7197649, 39.8236411), (32.7203168, 39.8237874), (32.7206279, 39.8236473), (32.7201223, 39.8234238), (32.7197455, 39.823638), (32.7197649, 39.8236411)]",1509.7703128586925
1282,Münzeviler Parkı,"[(32.8833649, 39.9296362), (32.8831299, 39.9292922), (32.882996, 39.9290962), (32.8829438, 39.9290582), (32.882866, 39.9290376), (32.8822705, 39.9290428), (32.8822571, 39.928582), (32.8822236, 39.9282972), (32.8821673, 39.928146), (32.8819554, 39.9278714), (32.8814389, 39.9273196), (32.8821242, 39.9269134), (32.8822866, 39.9270445), (32.8829156, 39.9271237), (32.8828968, 39.9274086), (32.8828579, 39.9276698), (32.8829035, 39.9280966), (32.8830309, 39.9283728), (32.8833764, 39.9289506), (32.8835757, 39.9292149), (32.8837095, 39.9293924), (32.8833649, 39.9296362)]",21682.808717411943
1285,Ankapark,"[(32.7820845, 39.9396583), (32.7808388, 39.938982), (32.7753902, 39.9360265), (32.7751135, 39.9369931), (32.7746201, 39.9395447), (32.7745651, 39.9404277), (32.7746173, 39.9406013), (32.7748828, 39.9407854), (32.7749351, 39.9408532), (32.7749338, 39.9409704), (32.7748304, 39.9416217), (32.7746754, 39.9421069), (32.7746628, 39.9421923), (32.7746669, 39.9426629), (32.7747453, 39.9430258), (32.7740974, 39.9430815), (32.7739634, 39.9430944), (32.7737434, 39.9437062), (32.7736705, 39.9439482), (32.773869, 39.9443059), (32.7744752, 39.9449434), (32.7748882, 39.9453423), (32.7753603, 39.945511), (32.7767872, 39.945733), (32.7840077, 39.9469463), (32.7854392, 39.9474545), (32.7875742, 39.9485016), (32.7901293, 39.9497437), (32.7914064, 39.9502672), (32.7916321, 39.9501988), (32.7920026, 39.9494249), (32.7920464, 39.9493252), (32.7920947, 39.9492068), (32.7922381, 39.9487888), (32.792347, 39.9485815), (32.7924843, 39.9483635), (32.7927812, 39.9477165), (32.7928059, 39.9473837), (32.7929262, 39.9470393), (32.7937495, 39.9453341), (32.7951343, 39.9415179), (32.7941687, 39.9413585), (32.7921341, 39.9419896), (32.7894617, 39.9410452), (32.7891272, 39.9414323), (32.7889957, 39.9414844), (32.7884626, 39.9423885), (32.7884198, 39.9427055), (32.7890756, 39.942839), (32.7900386, 39.9428735), (32.7900858, 39.9433526), (32.789694, 39.9435739), (32.7838039, 39.9420275), (32.7820845, 39.9396583)]",1296292.3825332092
1295,Alemdar Parkı,"[(32.9259666, 39.9653793), (32.9264524, 39.9653761), (32.9263934, 39.9649602), (32.9259625, 39.9650412), (32.9259666, 39.9653793)]",1650.5165927308924
1297,Muammer Aksoy Parkı,"[(32.9341086, 39.9661423), (32.9340666, 39.9660993), (32.934216, 39.9656913), (32.9343608, 39.9653047), (32.9343281, 39.9648394), (32.9341086, 39.9645101), (32.9342207, 39.9644851), (32.9346737, 39.9644887), (32.9347717, 39.9641415), (32.9348465, 39.9640842), (32.9352481, 39.9642309), (32.935371, 39.9643004), (32.9354817, 39.9644029), (32.9356352, 39.9646976), (32.9357517, 39.9650136), (32.9357915, 39.9652211), (32.9357758, 39.9654193), (32.9353461, 39.9653906), (32.9350192, 39.9657843), (32.9354629, 39.9659025), (32.9352574, 39.9661745), (32.9350099, 39.9660957), (32.9341086, 39.9661423)]",21571.037499304006
1300,Osmanlı Spor ve Kültür Merkezi,"[(32.8418408, 39.9872223), (32.8425141, 39.9870939), (32.8429273, 39.9870704), (32.8431927, 39.9871192), (32.8430901, 39.9870623), (32.8427043, 39.9869077), (32.8423311, 39.9867611), (32.8420832, 39.9866855), (32.8418959, 39.9866452), (32.8418287, 39.9870305), (32.8418197, 39.9871642), (32.8418408, 39.9872223)]",3498.5355219535745
1307,Şehit Celalettin İbiş Parkı,"[(32.8958444, 39.9707704), (32.8970276, 39.970487), (32.8999546, 39.969722), (32.9005461, 39.9703878), (32.9005523, 39.9704492), (32.9005153, 39.9705295), (32.9000593, 39.9706145), (32.8988392, 39.9708129), (32.8979765, 39.9709168), (32.8958444, 39.9707704)]",24734.511002925807
1308,Yıldız Çocuk Parkı,"[(32.9004561, 39.9728419), (32.9004537, 39.9723781), (32.901187, 39.9723759), (32.9011893, 39.9728397), (32.9004561, 39.9728419)]",3223.2883232247777
